team,season,week,games_played,wins,losses,win_rate,points_for,points_against,margin,points_per_game,points_allowed_per_game,margin_per_game,home_wins,home_losses,away_wins,away_losses,rolling_win_rate,rolling_ppg,rolling_papg,rolling_margin,trend_win_rate,trend_ppg,trend_papg,trend_margin,momentum_win_rate,momentum_ppg,momentum_papg,momentum_margin
Air Force,2023,13,5,4,1,0.8,118.0,69.0,49.0,23.6,13.8,9.8,0,0,4,1,0.8777777777777779,27.616666666666664,14.155555555555557,13.461111111111114,-0.12222222222222212,-1.3277777777777828,3.044444444444448,-4.372222222222218,-0.18148148148148147,-7.43703703703704,1.0092592592592613,-8.446296296296296
Air Force,2024,2,1,1,0,1.0,21.0,6.0,15.0,21.0,6.0,15.0,1,0,0,0,1.0,21.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Air Force,2024,5,1,0,1,0.0,3.0,31.0,-28.0,3.0,31.0,-28.0,0,0,0,1,0.5,12.0,18.5,-6.5,0.0,0.0,0.0,0.0,-1.0,-18.0,25.0,-43.0
Air Force,2024,6,2,1,1,0.5,28.0,23.0,5.0,14.0,11.5,2.5,1,1,0,0,0.5,12.666666666666666,16.166666666666668,-3.5,0.0,0.0,0.0,0.0,0.0,2.0,-7.0,9.0
Air Force,2024,7,2,0,2,0.0,22.0,62.0,-40.0,11.0,31.0,-20.0,0,0,0,2,0.16666666666666666,9.333333333333334,24.5,-15.166666666666666,0.0,0.0,0.0,0.0,-0.5,-1.666666666666666,14.833333333333332,-16.5
Air Force,2024,8,3,1,2,0.3333333333333333,35.0,57.0,-22.0,11.666666666666666,19.0,-7.333333333333333,1,2,0,0,0.27777777777777773,12.222222222222221,20.5,-8.277777777777777,0.0,0.0,0.0,0.0,-0.041666666666666685,-0.5833333333333339,-0.875,0.29166666666666696
Air Force,2024,10,3,0,3,0.0,59.0,114.0,-55.0,19.666666666666668,38.0,-18.33333333333333,0,0,0,3,0.1111111111111111,14.111111111111109,29.333333333333332,-15.22222222222222,-0.3888888888888889,1.4444444444444429,13.166666666666664,-11.72222222222222,-0.36666666666666664,7.533333333333335,18.3,-10.766666666666662
Air Force,2024,11,4,1,3,0.25,48.0,78.0,-30.0,12.0,19.5,-7.5,1,3,0,0,0.19444444444444442,14.444444444444445,25.5,-11.055555555555552,-0.3055555555555556,1.7777777777777786,9.333333333333332,-7.555555555555552,-0.055555555555555525,-1.3888888888888875,-3.25,1.8611111111111107
Air Force,2024,12,5,2,3,0.4,84.0,106.0,-22.0,16.8,21.2,-4.4,2,3,0,0,0.21666666666666667,16.155555555555555,26.233333333333334,-10.077777777777776,-0.2833333333333333,3.488888888888889,10.066666666666666,-6.577777777777776,0.10238095238095246,3.609523809523811,-1.0857142857142854,4.6952380952380945
Air Force,2024,13,4,0,4,0.0,62.0,134.0,-72.0,15.5,33.5,-18.0,0,0,0,4,0.21666666666666667,14.766666666666666,24.733333333333334,-9.966666666666667,-0.2833333333333333,2.0999999999999996,8.566666666666666,-6.466666666666667,-0.3104166666666667,1.8583333333333325,11.350000000000001,-9.491666666666667
Air Force,2024,14,5,1,4,0.2,84.0,153.0,-69.0,16.8,30.6,-13.8,0,0,1,4,0.20000000000000004,16.366666666666664,28.433333333333337,-12.066666666666668,-0.29999999999999993,3.6999999999999975,12.26666666666667,-8.566666666666668,-0.0759259259259259,2.9518518518518526,7.18888888888889,-4.237037037037037
Akron,2022,3,1,0,1,0.0,0.0,52.0,-52.0,0.0,52.0,-52.0,0,0,0,1,0.0,0.0,52.0,-52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akron,2022,4,2,0,2,0.0,6.0,115.0,-109.0,3.0,57.5,-54.5,0,0,0,2,0.0,1.5,54.75,-53.25,0.0,0.0,0.0,0.0,0.0,3.0,5.5,-2.5
Akron,2022,5,1,1,0,1.0,30.0,23.0,7.0,30.0,23.0,7.0,1,0,0,0,0.3333333333333333,11.0,44.166666666666664,-33.166666666666664,0.0,0.0,0.0,0.0,1.0,28.5,-31.75,60.25
Akron,2022,6,3,0,3,0.0,18.0,136.0,-118.0,6.0,45.333333333333336,-39.333333333333336,0,0,0,3,0.3333333333333333,13.0,41.94444444444445,-28.944444444444446,0.0,0.0,0.0,0.0,-0.3333333333333333,-5.0,1.1666666666666714,-6.166666666666671
Akron,2022,7,2,1,1,0.5,58.0,54.0,4.0,29.0,27.0,2.0,1,1,0,0,0.5,21.666666666666668,31.777777777777782,-10.111111111111112,0.0,0.0,0.0,0.0,0.25,19.25,-17.458333333333336,36.708333333333336
Akron,2022,8,4,0,4,0.0,52.0,191.0,-139.0,13.0,47.75,-34.75,0,0,0,4,0.16666666666666666,16.0,40.02777777777778,-24.027777777777782,-0.16666666666666666,5.0,-4.138888888888886,9.138888888888882,-0.3,-0.5999999999999996,6.783333333333331,-7.383333333333333
Akron,2022,9,3,1,2,0.3333333333333333,79.0,82.0,-3.0,26.33333333333333,27.33333333333333,-1.0,1,2,0,0,0.27777777777777773,22.777777777777775,34.02777777777778,-11.25,-0.05555555555555558,11.777777777777775,-10.138888888888886,21.916666666666664,0.08333333333333331,12.833333333333329,-14.763888888888893,27.597222222222225
Akron,2022,11,4,1,3,0.25,88.0,109.0,-21.0,22.0,27.25,-5.25,1,3,0,0,0.19444444444444442,20.444444444444443,34.11111111111111,-13.666666666666666,-0.1388888888888889,9.444444444444443,-10.055555555555557,19.5,-0.011904761904761918,6.666666666666668,-12.73809523809524,19.404761904761905
Akron,2022,13,5,0,5,0.0,79.0,224.0,-145.0,15.8,44.8,-29.0,0,0,0,5,0.19444444444444442,21.377777777777776,33.12777777777777,-11.75,-0.1388888888888889,10.377777777777776,-11.038888888888891,21.416666666666664,-0.26041666666666663,-0.3666666666666636,6.404166666666669,-6.770833333333332
Akron,2022,14,6,1,5,0.1666666666666666,123.0,236.0,-113.0,20.5,39.333333333333336,-18.83333333333333,0,0,1,5,0.13888888888888887,19.433333333333334,37.12777777777777,-17.694444444444443,-0.19444444444444445,8.433333333333334,-7.038888888888891,15.472222222222221,-0.06481481481481485,4.374074074074073,0.22592592592592808,4.148148148148152
Akron,2023,3,1,0,1,0.0,21.0,24.0,-3.0,21.0,24.0,-3.0,0,0,0,1,0.0,21.0,24.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akron,2023,4,2,0,2,0.0,24.0,59.0,-35.0,12.0,29.5,-17.5,0,0,0,2,0.0,16.5,26.75,-10.25,0.0,0.0,0.0,0.0,0.0,-9.0,5.5,-14.5
Akron,2023,5,1,1,0,1.0,24.0,21.0,3.0,24.0,21.0,3.0,1,0,0,0,0.3333333333333333,19.0,24.833333333333332,-5.833333333333333,0.0,0.0,0.0,0.0,1.0,7.5,-5.75,13.25
Akron,2023,6,2,1,1,0.5,34.0,34.0,0.0,17.0,17.0,0.0,1,1,0,0,0.5,17.666666666666668,22.5,-4.833333333333333,0.0,0.0,0.0,0.0,0.16666666666666669,-2.0,-7.833333333333332,5.833333333333333
Akron,2023,7,3,0,3,0.0,51.0,88.0,-37.0,17.0,29.33333333333333,-12.333333333333334,0,0,0,3,0.5,19.333333333333332,22.444444444444443,-3.111111111111111,0.0,0.0,0.0,0.0,-0.375,-1.5,6.458333333333329,-7.958333333333334
Akron,2023,8,4,0,4,0.0,61.0,105.0,-44.0,15.25,26.25,-11.0,0,0,0,4,0.16666666666666666,16.416666666666668,24.194444444444443,-7.777777777777779,-0.16666666666666666,-2.583333333333332,-0.6388888888888893,-1.9444444444444455,-0.3,-2.9499999999999993,2.0833333333333357,-5.033333333333333
Akron,2023,10,3,1,2,0.3333333333333333,48.0,89.0,-41.0,16.0,29.666666666666668,-13.666666666666666,1,2,0,0,0.1111111111111111,16.083333333333332,28.416666666666668,-12.333333333333334,-0.2222222222222222,-2.916666666666668,3.5833333333333357,-6.500000000000001,0.08333333333333331,-1.7083333333333321,5.152777777777782,-6.86111111111111
Akron,2023,11,5,0,5,0.0,75.0,146.0,-71.0,15.0,29.2,-14.2,0,0,0,5,0.1111111111111111,15.416666666666666,28.372222222222224,-12.955555555555554,-0.2222222222222222,-3.583333333333334,3.5388888888888914,-7.122222222222221,-0.2619047619047619,-2.4642857142857153,3.950000000000003,-6.414285714285714
Akron,2023,12,6,0,6,0.0,75.0,165.0,-90.0,12.5,27.5,-15.0,0,0,0,6,0.1111111111111111,14.5,28.78888888888889,-14.28888888888889,-0.2222222222222222,-4.5,3.9555555555555593,-8.455555555555556,-0.22916666666666666,-4.65625,1.7562500000000014,-6.4125
Akron,2023,13,4,2,2,0.5,79.0,116.0,-37.0,19.75,29.0,-9.25,2,2,0,0,0.16666666666666666,15.75,28.566666666666666,-12.816666666666668,-0.16666666666666666,-3.25,3.7333333333333343,-6.983333333333335,0.2962962962962963,3.1111111111111107,3.0611111111111136,0.05000000000000071
Akron,2024,2,1,0,1,0.0,6.0,52.0,-46.0,6.0,52.0,-46.0,0,0,0,1,0.0,6.0,52.0,-46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akron,2024,4,2,0,2,0.0,23.0,101.0,-78.0,11.5,50.5,-39.0,0,0,0,2,0.0,8.75,51.25,-42.5,0.0,0.0,0.0,0.0,0.0,5.5,-1.5,7.0
Akron,2024,5,3,0,3,0.0,30.0,151.0,-121.0,10.0,50.333333333333336,-40.333333333333336,0,0,0,3,0.0,9.166666666666666,50.94444444444445,-41.77777777777778,0.0,0.0,0.0,0.0,0.0,1.25,-0.9166666666666643,2.1666666666666643
Akron,2024,6,1,1,0,1.0,31.0,20.0,11.0,31.0,20.0,11.0,1,0,0,0,0.3333333333333333,17.5,40.27777777777778,-22.777777777777782,0.0,0.0,0.0,0.0,1.0,21.833333333333336,-30.94444444444445,52.77777777777778
Akron,2024,7,4,0,4,0.0,40.0,181.0,-141.0,10.0,45.25,-35.25,0,0,0,4,0.3333333333333333,17.0,38.52777777777778,-21.527777777777782,0.0,0.0,0.0,0.0,-0.25,-4.625,2.0416666666666643,-6.666666666666664
Akron,2024,9,2,1,1,0.5,51.0,47.0,4.0,25.5,23.5,2.0,1,1,0,0,0.5,22.166666666666668,29.583333333333332,-7.416666666666667,0.5,13.000000000000002,-21.361111111111118,34.361111111111114,0.3,11.8,-20.116666666666667,31.916666666666668
Akron,2024,10,3,2,1,0.6666666666666666,76.0,68.0,8.0,25.33333333333333,22.666666666666668,2.6666666666666665,2,1,0,0,0.38888888888888884,20.277777777777775,30.472222222222225,-10.194444444444445,0.38888888888888884,11.111111111111109,-20.472222222222225,31.583333333333336,0.41666666666666663,9.666666666666663,-17.597222222222225,27.263888888888893
Akron,2024,12,5,0,5,0.0,64.0,215.0,-151.0,12.8,43.0,-30.2,0,0,0,5,0.38888888888888884,21.21111111111111,29.722222222222225,-8.511111111111111,0.38888888888888884,12.044444444444443,-21.222222222222225,33.266666666666666,-0.3095238095238095,-4.247619047619047,5.25,-9.497619047619043
Akron,2024,13,6,0,6,0.0,80.0,244.0,-164.0,13.333333333333334,40.66666666666666,-27.33333333333333,0,0,0,6,0.2222222222222222,17.155555555555555,35.44444444444444,-18.288888888888888,0.2222222222222222,7.988888888888889,-15.500000000000007,23.48888888888889,-0.2708333333333333,-3.183333333333332,2.260416666666657,-5.443749999999994
Akron,2024,14,4,2,2,0.5,106.0,109.0,-3.0,26.5,27.25,-0.75,2,2,0,0,0.16666666666666666,17.544444444444444,36.97222222222222,-19.427777777777777,0.16666666666666666,8.377777777777778,-13.972222222222229,22.35,0.2592592592592593,10.337037037037035,-11.407407407407405,21.744444444444444
Alabama,2022,2,1,1,0,1.0,45.0,20.0,25.0,45.0,20.0,25.0,0,0,1,0,1.0,45.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alabama,2022,3,1,1,0,1.0,55.0,0.0,55.0,55.0,0.0,55.0,1,0,0,0,1.0,50.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,10.0,-20.0,30.0
Alabama,2022,4,2,2,0,1.0,118.0,7.0,111.0,59.0,3.5,55.5,2,0,0,0,1.0,53.0,7.833333333333333,45.166666666666664,0.0,0.0,0.0,0.0,0.0,9.0,-6.5,15.5
Alabama,2022,5,2,2,0,1.0,65.0,39.0,26.0,32.5,19.5,13.0,0,0,2,0,1.0,48.833333333333336,7.666666666666667,41.166666666666664,0.0,0.0,0.0,0.0,0.0,-20.5,11.666666666666668,-32.166666666666664
Alabama,2022,6,3,3,0,1.0,173.0,10.0,163.0,57.66666666666666,3.333333333333333,54.333333333333336,3,0,0,0,1.0,49.72222222222222,8.777777777777777,40.94444444444445,0.0,0.0,0.0,0.0,0.0,9.791666666666657,-7.416666666666667,17.208333333333336
Alabama,2022,7,3,3,0,1.0,114.0,65.0,49.0,38.0,21.666666666666668,16.333333333333332,0,0,3,0,1.0,42.72222222222222,14.833333333333334,27.88888888888889,0.0,-10.277777777777779,7.000000000000001,-17.277777777777775,0.0,-11.833333333333329,12.4,-24.233333333333338
Alabama,2022,8,4,4,0,1.0,197.0,30.0,167.0,49.25,7.5,41.75,4,0,0,0,1.0,48.30555555555555,10.833333333333334,37.47222222222222,0.0,-4.69444444444445,3.000000000000001,-7.694444444444443,0.0,1.3888888888888928,-3.833333333333334,5.222222222222221
Alabama,2022,10,4,3,1,0.75,163.0,117.0,46.0,40.75,29.25,11.5,0,0,3,1,0.9166666666666666,42.666666666666664,19.472222222222225,23.194444444444443,-0.08333333333333337,-10.333333333333336,11.638888888888893,-21.97222222222222,-0.25,-7.309523809523803,18.464285714285715,-25.773809523809526
Alabama,2022,11,5,3,2,0.6,194.0,149.0,45.0,38.8,29.8,9.0,0,0,3,2,0.7833333333333333,42.93333333333334,22.183333333333334,20.75,-0.21666666666666667,-10.066666666666663,14.350000000000001,-24.416666666666664,-0.36875,-8.345833333333331,16.70625,-25.052083333333336
Alabama,2022,12,5,5,0,1.0,227.0,36.0,191.0,45.4,7.2,38.2,5,0,0,0,0.7833333333333333,41.65,22.083333333333332,19.566666666666666,-0.21666666666666667,-11.350000000000001,14.25,-25.599999999999998,0.0722222222222223,-0.8185185185185162,-7.750000000000001,6.931481481481484
Alabama,2022,13,6,6,0,1.0,261.0,36.0,225.0,43.5,6.0,37.5,6,0,0,0,0.8666666666666667,42.56666666666666,14.333333333333334,28.233333333333334,-0.1333333333333333,-10.433333333333337,6.500000000000001,-16.93333333333333,0.06500000000000006,-2.636666666666663,-8.175,5.538333333333334
Alabama,2023,2,1,1,0,1.0,56.0,7.0,49.0,56.0,7.0,49.0,1,0,0,0,1.0,56.0,7.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alabama,2023,3,1,0,1,0.0,20.0,27.0,-7.0,20.0,27.0,-7.0,0,0,0,1,0.5,38.0,17.0,21.0,0.0,0.0,0.0,0.0,-1.0,-36.0,20.0,-56.0
Alabama,2023,4,2,1,1,0.5,80.0,41.0,39.0,40.0,20.5,19.5,1,1,0,0,0.5,38.666666666666664,18.166666666666668,20.5,0.0,0.0,0.0,0.0,0.0,2.0,3.5,-1.5
Alabama,2023,5,2,1,1,0.5,37.0,30.0,7.0,18.5,15.0,3.5,0,0,1,1,0.3333333333333333,26.166666666666668,20.833333333333332,5.333333333333333,0.0,0.0,0.0,0.0,0.0,-20.166666666666664,-3.166666666666668,-17.0
Alabama,2023,6,3,2,1,0.6666666666666666,77.0,47.0,30.0,25.666666666666668,15.666666666666666,10.0,0,0,2,1,0.5555555555555555,28.055555555555557,17.055555555555554,11.0,0.0,0.0,0.0,0.0,0.16666666666666663,-7.958333333333332,-1.708333333333334,-6.25
Alabama,2023,7,3,2,1,0.6666666666666666,104.0,51.0,53.0,34.666666666666664,17.0,17.666666666666668,2,1,0,0,0.611111111111111,26.277777777777782,15.888888888888888,10.38888888888889,0.11111111111111105,-12.388888888888882,-2.2777777777777803,-10.11111111111111,0.1333333333333333,2.633333333333333,-0.03333333333333499,2.666666666666668
Alabama,2023,8,4,3,1,0.75,128.0,72.0,56.0,32.0,18.0,14.0,3,1,0,0,0.6944444444444443,30.777777777777775,16.88888888888889,13.888888888888891,0.1944444444444443,-7.888888888888889,-1.2777777777777786,-6.611111111111109,0.19444444444444453,-0.47222222222222143,0.9722222222222214,-1.4444444444444446
Alabama,2023,10,5,4,1,0.8,162.0,92.0,70.0,32.4,18.4,14.0,4,1,0,0,0.7388888888888889,33.02222222222222,17.8,15.222222222222223,0.23888888888888893,-5.644444444444446,-0.36666666666666714,-5.277777777777777,0.21666666666666679,-0.004761904761906521,1.2333333333333307,-1.238095238095239
Alabama,2023,11,4,3,1,0.75,103.0,67.0,36.0,25.75,16.75,9.0,0,0,3,1,0.7666666666666666,30.05,17.716666666666665,12.333333333333334,0.2666666666666666,-8.616666666666664,-0.45000000000000284,-8.166666666666666,0.1395833333333334,-6.654166666666669,-0.5708333333333329,-6.083333333333334
Alabama,2023,12,6,5,1,0.8333333333333334,204.0,120.0,84.0,34.0,20.0,14.0,5,1,0,0,0.7944444444444444,30.71666666666667,18.383333333333333,12.333333333333334,0.2944444444444444,-7.949999999999996,0.216666666666665,-8.166666666666666,0.20740740740740748,2.335185185185182,2.742592592592594,-0.4074074074074101
Alabama,2023,13,5,4,1,0.8,152.0,88.0,64.0,30.4,17.6,12.8,0,0,4,1,0.7944444444444446,30.05,18.116666666666667,11.933333333333332,0.2944444444444446,-8.616666666666664,-0.05000000000000071,-8.566666666666668,0.15333333333333343,-1.4983333333333348,0.06833333333333513,-1.5666666666666682
Alabama,2023,14,7,6,1,0.8571428571428571,270.0,130.0,140.0,38.57142857142857,18.571428571428573,20.0,6,1,0,0,0.8301587301587302,34.32380952380952,18.723809523809525,15.6,0.3301587301587302,-4.342857142857142,0.5571428571428569,-4.9,0.19653679653679657,6.809307359307358,1.0335497835497875,5.775757575757574
Alabama,2024,2,1,1,0,1.0,63.0,0.0,63.0,63.0,0.0,63.0,1,0,0,0,1.0,63.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alabama,2024,3,1,0,1,0.0,13.0,19.0,-6.0,13.0,19.0,-6.0,0,0,0,1,0.5,38.0,9.5,28.5,0.0,0.0,0.0,0.0,-1.0,-50.0,19.0,-69.0
Alabama,2024,5,2,2,0,1.0,105.0,16.0,89.0,52.5,8.0,44.5,2,0,0,0,0.6666666666666666,42.833333333333336,9.0,33.833333333333336,0.0,0.0,0.0,0.0,0.5,14.5,-1.5,16.0
Alabama,2024,6,2,1,1,0.5,55.0,29.0,26.0,27.5,14.5,13.0,0,0,1,1,0.5,31.0,13.833333333333334,17.166666666666668,0.0,0.0,0.0,0.0,-0.16666666666666663,-15.333333333333336,5.5,-20.833333333333336
Alabama,2024,7,3,3,0,1.0,146.0,50.0,96.0,48.66666666666666,16.666666666666668,32.0,3,0,0,0,0.8333333333333334,42.888888888888886,13.055555555555557,29.833333333333332,0.0,0.0,0.0,0.0,0.375,9.666666666666657,6.291666666666668,3.375
Alabama,2024,8,3,1,2,0.3333333333333333,90.0,69.0,21.0,30.0,23.0,7.0,0,0,1,2,0.611111111111111,35.388888888888886,18.055555555555557,17.333333333333332,-0.05555555555555558,-7.44444444444445,9.055555555555557,-16.500000000000004,-0.36666666666666664,-10.93333333333333,11.366666666666665,-22.3
Alabama,2024,9,4,4,0,1.0,173.0,75.0,98.0,43.25,18.75,24.5,4,0,0,0,0.7777777777777777,40.638888888888886,19.472222222222225,21.166666666666668,0.11111111111111105,-2.19444444444445,10.472222222222225,-12.666666666666668,0.36111111111111105,4.138888888888893,5.222222222222221,-1.0833333333333321
Alabama,2024,11,4,1,3,0.25,107.0,93.0,14.0,26.75,23.25,3.5,0,0,1,3,0.5277777777777778,33.333333333333336,21.666666666666668,11.666666666666666,-0.13888888888888884,-9.5,12.666666666666668,-22.16666666666667,-0.4404761904761906,-12.952380952380949,8.976190476190476,-21.928571428571427
Alabama,2024,12,5,5,0,1.0,207.0,75.0,132.0,41.4,15.0,26.4,5,0,0,0,0.75,37.13333333333333,19.0,18.133333333333333,0.08333333333333337,-5.700000000000003,10.0,-15.700000000000003,0.36458333333333337,3.31666666666667,-0.3958333333333339,3.7124999999999986
Alabama,2024,13,5,2,3,0.4,149.0,106.0,43.0,29.8,21.2,8.6,0,0,2,3,0.5499999999999999,32.65,19.816666666666666,12.833333333333334,-0.1166666666666667,-10.183333333333337,10.816666666666666,-21.0,-0.2759259259259259,-8.651851851851841,5.8481481481481445,-14.500000000000002
Alabama,2024,14,6,6,0,1.0,259.0,82.0,177.0,43.16666666666666,13.666666666666666,29.5,6,0,0,0,0.7999999999999999,38.12222222222222,16.622222222222224,21.5,0.1333333333333333,-4.711111111111116,7.622222222222224,-12.333333333333336,0.3516666666666667,5.579999999999998,-2.2700000000000014,7.850000000000001
Alabama A&M,2022,2,1,0,1,0.0,0.0,59.0,-59.0,0.0,59.0,-59.0,0,0,0,1,0.0,0.0,59.0,-59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alabama A&M,2022,4,2,0,2,0.0,17.0,97.0,-80.0,8.5,48.5,-40.0,0,0,0,2,0.0,4.25,53.75,-49.5,0.0,0.0,0.0,0.0,0.0,8.5,-10.5,19.0
Alabama A&M,2022,5,1,0,1,0.0,3.0,28.0,-25.0,3.0,28.0,-25.0,0,1,0,0,0.0,3.8333333333333335,45.166666666666664,-41.333333333333336,0.0,0.0,0.0,0.0,0.0,-1.25,-25.75,24.5
Alabama A&M,2022,6,2,1,1,0.5,38.0,55.0,-17.0,19.0,27.5,-8.5,1,1,0,0,0.16666666666666666,10.166666666666666,34.666666666666664,-24.5,0.0,0.0,0.0,0.0,0.5,15.166666666666666,-17.666666666666664,32.833333333333336
Alabama A&M,2022,7,3,0,3,0.0,42.0,135.0,-93.0,14.0,45.0,-31.0,0,0,0,3,0.16666666666666666,12.0,33.5,-21.5,0.0,0.0,0.0,0.0,-0.125,6.375,4.25,2.125
Alabama A&M,2022,9,4,1,3,0.25,76.0,166.0,-90.0,19.0,41.5,-22.5,0,0,1,3,0.25,17.333333333333332,38.0,-20.666666666666668,0.25,13.499999999999998,-7.166666666666664,20.666666666666668,0.15,10.1,-0.10000000000000142,10.200000000000003
Alabama A&M,2022,10,5,1,4,0.2,93.0,190.0,-97.0,18.6,38.0,-19.4,0,0,1,4,0.15,17.2,41.5,-24.3,0.15,13.366666666666665,-3.6666666666666643,17.033333333333335,0.07500000000000001,8.016666666666667,-3.5833333333333357,11.600000000000001
Alabama A&M,2022,11,6,1,5,0.1666666666666666,113.0,220.0,-107.0,18.83333333333333,36.66666666666666,-17.833333333333332,0,0,1,5,0.20555555555555552,18.81111111111111,38.72222222222222,-19.91111111111111,0.20555555555555552,14.977777777777776,-6.444444444444443,21.422222222222224,0.030952380952380898,7.104761904761901,-4.404761904761912,11.509523809523813
Alabama A&M,2022,12,3,2,1,0.6666666666666666,75.0,86.0,-11.0,25.0,28.666666666666668,-3.6666666666666665,2,1,0,0,0.3444444444444444,20.81111111111111,34.44444444444444,-13.633333333333333,0.3444444444444444,16.977777777777778,-10.722222222222221,27.700000000000003,0.5270833333333333,12.383333333333333,-11.85416666666666,24.2375
Alabama A&M,2023,3,1,0,1,0.0,13.0,47.0,-34.0,13.0,47.0,-34.0,0,0,0,1,0.0,13.0,47.0,-34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alabama A&M,2023,4,1,1,0,1.0,51.0,13.0,38.0,51.0,13.0,38.0,1,0,0,0,0.5,32.0,30.0,2.0,0.0,0.0,0.0,0.0,1.0,38.0,-34.0,72.0
Alabama A&M,2023,5,2,2,0,1.0,82.0,37.0,45.0,41.0,18.5,22.5,2,0,0,0,0.6666666666666666,35.0,26.166666666666668,8.833333333333334,0.0,0.0,0.0,0.0,0.5,9.0,-11.5,20.5
Alabama A&M,2023,6,3,3,0,1.0,140.0,40.0,100.0,46.66666666666666,13.333333333333334,33.333333333333336,3,0,0,0,1.0,46.22222222222222,14.944444444444445,31.277777777777782,0.0,0.0,0.0,0.0,0.33333333333333337,11.666666666666657,-12.833333333333334,24.5
Alabama A&M,2023,7,2,0,2,0.0,23.0,67.0,-44.0,11.5,33.5,-22.0,0,0,0,2,0.6666666666666666,33.05555555555555,21.777777777777782,11.277777777777779,0.0,0.0,0.0,0.0,-0.75,-26.416666666666664,10.541666666666668,-36.958333333333336
Alabama A&M,2023,9,3,1,2,0.3333333333333333,68.0,91.0,-23.0,22.666666666666668,30.33333333333333,-7.666666666666667,0,0,1,2,0.4444444444444444,26.944444444444443,25.722222222222218,1.222222222222223,-0.2222222222222222,-8.055555555555557,-0.44444444444444997,-7.611111111111111,-0.26666666666666666,-9.966666666666665,5.266666666666662,-15.233333333333334
Alabama A&M,2023,10,4,3,1,0.75,170.0,85.0,85.0,42.5,21.25,21.25,3,1,0,0,0.3611111111111111,25.555555555555557,28.36111111111111,-2.805555555555556,-0.3055555555555555,-9.444444444444443,2.194444444444443,-11.63888888888889,0.19444444444444442,11.527777777777782,-4.694444444444443,16.22222222222222
Alabama A&M,2023,11,4,1,3,0.25,84.0,122.0,-38.0,21.0,30.5,-9.5,0,0,1,3,0.4444444444444444,28.722222222222225,27.36111111111111,1.3611111111111107,-0.2222222222222222,-6.277777777777775,1.1944444444444429,-7.472222222222223,-0.33333333333333337,-11.619047619047613,5.226190476190478,-16.845238095238095
Alabama A&M,2023,12,5,3,2,0.6,198.0,127.0,71.0,39.6,25.4,14.2,3,2,0,0,0.5333333333333333,34.36666666666667,25.71666666666667,8.65,-0.1333333333333333,-0.6333333333333329,-0.4499999999999993,-0.18333333333333357,0.05833333333333335,8.433333333333337,-0.5270833333333371,8.960416666666665
Alabama A&M,2024,3,1,1,0,1.0,49.0,7.0,42.0,49.0,7.0,42.0,1,0,0,0,1.0,49.0,7.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alabama A&M,2024,4,1,0,1,0.0,3.0,73.0,-70.0,3.0,73.0,-70.0,0,0,0,1,0.5,26.0,40.0,-14.0,0.0,0.0,0.0,0.0,-1.0,-46.0,66.0,-112.0
Alabama A&M,2024,6,2,0,2,0.0,19.0,132.0,-113.0,9.5,66.0,-56.5,0,0,0,2,0.3333333333333333,20.5,48.666666666666664,-28.166666666666668,0.0,0.0,0.0,0.0,-0.5,-16.5,26.0,-42.5
Alabama A&M,2024,7,2,2,0,1.0,73.0,23.0,50.0,36.5,11.5,25.0,2,0,0,0,0.3333333333333333,16.333333333333332,50.166666666666664,-33.833333333333336,0.0,0.0,0.0,0.0,0.6666666666666667,16.0,-37.166666666666664,53.16666666666667
